,L,Density,Seed,UDG Radius,CPLEX TTO,Process TTO,Clock TTO,CPLEX TTS,Process TTS,Clock TTS,Solution,log10 Process TTS,log2 Process TTS,N
130,13,0.8,7,3.0,0.201838,0.496828,0.204166,0.209906,0.547598,0.211665,18,-0.26153814671509285,-0.8688109174576398,135
4191,15,0.8,42,3.0,0.282117,0.341969,0.285038,0.242919,0.556546,0.245395,24,-0.25449893425731196,-0.8454271598282563,180
4241,15,0.8,92,3.0,0.17758,0.65077,0.17967,0.162213,0.560133,0.164168,24,-0.25170884030087015,-0.8361586683269768,180
4193,15,0.8,44,3.0,0.538638,0.882698,0.540778,0.285318,0.562186,0.288706,24,-0.2501199737382758,-0.8308805678536676,180
202,15,0.8,38,3.0,0.197732,0.590478,0.199804,0.216842,0.565963,0.219016,24,-0.24721196001503848,-0.8212203553661276,180
4206,15,0.8,57,3.0,0.230661,0.723411,0.232786,0.169987,0.569946,0.171911,24,-0.2441662899643025,-0.8111028584568307,180
4246,15,0.8,97,3.0,0.196857,0.632548,0.19894,0.380279,0.572003,0.382217,24,-0.24260169344468718,-0.8059053813211576,180
157,13,0.8,34,3.0,0.213565,0.467081,0.217623,0.30845,0.574138,0.310981,18,-0.2409837078891152,-0.800530549646981,135
166,15,0.8,2,3.0,0.179052,0.703744,0.181122,0.154602,0.575938,0.156609,24,-0.23962426606834744,-0.7960145816692078,180
191,15,0.8,27,3.0,0.185416,0.694521,0.187531,0.232121,0.577397,0.234169,24,-0.23852547692712098,-0.7923644831506105,180
3285,13,0.8,95,3.0,0.202941,0.430178,0.204759,0.256409,0.577428,0.25809,18,-0.23850216061695756,-0.7922870280448095,135
4195,15,0.8,46,3.0,0.185143,0.596514,0.187396,0.212215,0.580322,0.214239,24,-0.23633096502482942,-0.7850744724078235,180
4231,15,0.8,82,3.0,0.199202,0.642939,0.201456,0.199447,0.580447,0.202106,24,-0.2362374290836598,-0.7847637527369704,180
4205,15,0.8,56,3.0,0.157503,0.495914,0.159578,0.198454,0.582722,0.200343,24,-0.23453858531084462,-0.7791203158792311,180
3233,13,0.8,43,3.0,0.213238,0.489613,0.215083,0.259071,0.586345,0.260885,18,-0.23184677390026637,-0.770178311928293,135
88,11,0.8,6,3.0,0.253635,0.601893,0.255375,0.18532,0.593813,0.18678,14,-0.22635029888132832,-0.7519194171400361,97
145,13,0.8,22,3.0,0.224442,0.724348,0.226558,0.278346,0.598115,0.280719,18,-0.22321530587155622,-0.7415051957835986,135
4242,15,0.8,93,3.0,0.181695,0.501632,0.184038,0.270289,0.613704,0.272377,24,-0.21204104606222046,-0.7043851081833955,180
4219,15,0.8,70,3.0,0.372526,0.733909,0.375752,0.299318,0.621574,0.301622,24,-0.20650716005766856,-0.6860019367909704,180
187,15,0.8,23,3.0,0.236763,0.689525,0.238864,0.212175,0.625559,0.215264,24,-0.20373172327503486,-0.6767821353671558,180
127,13,0.8,4,3.0,0.203284,0.478434,0.205266,0.179959,0.634567,0.181628,18,-0.197522516683368,-0.656155597543338,135
4192,15,0.8,43,3.0,0.321182,0.860428,0.323797,0.234188,0.640174,0.236426,23,-0.19370196825159564,-0.6434640103699554,180
167,15,0.8,3,3.0,0.258565,0.521834,0.262745,0.235519,0.644143,0.237705,24,-0.19101770839044652,-0.6345470921232258,180
183,15,0.8,19,3.0,0.278755,0.654101,0.281352,0.17975,0.655734,0.181681,24,-0.18327229745355927,-0.6088173939255321,180
125,13,0.8,2,3.0,0.209325,0.539125,0.211545,0.260749,0.658445,0.263055,18,-0.1814804958640585,-0.6028651578849057,135
4227,15,0.8,78,3.0,0.219057,0.655308,0.221537,0.18906,0.672404,0.191022,24,-0.17236971169187576,-0.5725997879768767,180
4223,15,0.8,74,3.0,0.644514,0.968877,0.650064,0.337365,0.688749,0.339548,24,-0.161939018695218,-0.5379497758621344,180
4221,15,0.8,72,3.0,0.195993,0.789836,0.198067,0.183799,0.693838,0.185654,24,-0.15874191847726526,-0.5273292388259467,180
161,13,0.8,38,3.0,0.189785,0.660112,0.191634,0.228544,0.696682,0.230682,18,-0.15696541007926768,-0.5214278056678352,135
177,15,0.8,13,3.0,0.172742,0.647931,0.174826,0.201468,0.706295,0.203378,24,-0.15101386819325519,-0.5016572114687914,180
200,15,0.8,36,3.0,0.232139,0.733772,0.234433,0.200501,0.708146,0.202428,24,-0.1498771936414037,-0.49788126034025243,180
175,15,0.8,11,3.0,0.224825,0.843508,0.226935,0.223211,0.708158,0.225274,24,-0.14986983429795353,-0.4978568131304854,180
4194,15,0.8,45,3.0,0.213448,0.670709,0.215535,0.244496,0.708578,0.249179,24,-0.14961233581165403,-0.49700142167445616,180
168,15,0.8,4,3.0,0.192194,0.723912,0.194194,0.186919,0.708939,0.1888,24,-0.1493911316760331,-0.4962665974416317,180
4198,15,0.8,49,3.0,0.164596,0.629897,0.166827,0.208971,0.711178,0.211189,23,-0.14802168655187858,-0.4917173992092963,180
4212,15,0.8,63,3.0,0.200685,0.563959,0.203981,0.21349,0.713459,0.215785,24,-0.14663097922119792,-0.4870975694557424,180
173,15,0.8,9,3.0,0.170754,0.698887,0.172884,0.169524,0.713851,0.171673,24,-0.14639242776259886,-0.48630511866334586,180
4217,15,0.8,68,3.0,0.320977,1.131459,0.32306,0.17652,0.723553,0.178423,24,-0.14052965146338947,-0.4668293973609624,180
141,13,0.8,18,3.0,0.18802,0.600716,0.189911,0.284632,0.723795,0.286311,18,-0.14038442133822265,-0.46634695332794673,135
182,15,0.8,18,3.0,0.175716,0.56525,0.17784,0.212938,0.725783,0.215119,24,-0.13919320848687827,-0.46238982989007493,180
4226,15,0.8,77,3.0,0.180098,0.519823,0.182369,0.257314,0.727947,0.259271,25,-0.13790023943070973,-0.45809467965656864,180
196,15,0.8,32,3.0,0.221843,0.823145,0.223933,0.195104,0.731381,0.196973,24,-0.135856326062968,-0.4513049464167515,180
4247,15,0.8,98,3.0,0.188992,0.440518,0.191131,0.281489,0.736826,0.283767,24,-0.13263505781486426,-0.4406041249222072,180
142,13,0.8,19,3.0,0.159223,0.734544,0.160998,0.162702,0.741298,0.164429,18,-0.13000717159029854,-0.43187447584265476,135
174,15,0.8,10,3.0,0.204243,0.766959,0.206349,0.213628,0.756848,0.215617,24,-0.12099133237518968,-0.40192450625499754,180
195,15,0.8,31,3.0,0.235568,0.785175,0.238002,0.217264,0.759179,0.219366,24,-0.11965581363431695,-0.3974880090284438,180
4236,15,0.8,87,3.0,0.324411,1.113981,0.326423,0.165364,0.76056,0.167272,24,-0.11886651909809345,-0.3948660293334219,180
147,13,0.8,24,3.0,0.246732,0.771704,0.2486,0.270321,0.770129,0.273227,18,-0.11343652249534789,-0.3768279710636184,135
4208,15,0.8,59,3.0,0.488624,1.243576,0.495554,0.273038,0.772602,0.275277,24,-0.11204417195117831,-0.3722026826730098,180
123,13,0.8,0,3.0,0.275208,0.636668,0.277024,0.250035,0.776316,0.252009,18,-0.10996146286388837,-0.36528407284246417,135
190,15,0.8,26,3.0,0.247395,0.839212,0.249621,0.18736,0.789408,0.189333,24,-0.10269847670127077,-0.34115695505608656,180
181,15,0.8,17,3.0,0.22259,0.696547,0.224901,0.21424,0.789654,0.216489,24,-0.10256316036358105,-0.34070744391221786,180
131,13,0.8,8,3.0,0.297334,0.450969,0.299479,0.230942,0.790543,0.232641,18,-0.10207450251250938,-0.3390841576679555,135
4190,15,0.8,41,3.0,0.290148,0.764513,0.292238,0.234972,0.804265,0.237261,24,-0.09460083051119074,-0.31425715667480214,180
192,15,0.8,28,3.0,0.188303,0.712535,0.191267,0.22534,0.824743,0.227231,24,-0.08368136183811961,-0.2779834669084847,180
152,13,0.8,29,3.0,0.408521,1.298121,0.410435,0.205036,0.835236,0.206751,18,-0.0781907951555037,-0.25974419918865044,135
194,15,0.8,30,3.0,0.238267,0.93003,0.240456,0.188713,0.838386,0.19088,24,-0.07655598247570115,-0.2543134690177362,180
4240,15,0.8,91,3.0,0.355961,1.266748,0.358406,0.290436,0.841512,0.30441,24,-0.0749396865846228,-0.24894425028751205,180
197,15,0.8,33,3.0,0.233127,0.876523,0.235816,0.224332,0.842534,0.226273,24,-0.07441256438606766,-0.24719318824669292,180
4230,15,0.8,81,3.0,0.201654,0.762962,0.203715,0.214487,0.848052,0.216399,24,-0.0715775172943777,-0.23777536566247934,180
176,15,0.8,12,3.0,0.238371,0.932951,0.240482,0.21876,0.854254,0.220651,24,-0.06841297896307671,-0.22726299687238263,180
6121,19,0.8,54,3.0,1.435601,9.317704,1.438346,0.16264,0.861119,0.165076,37,-0.06493682825340528,-0.21571547416786246,289
180,15,0.8,16,3.0,0.226658,1.007071,0.230008,0.197689,0.862413,0.199841,24,-0.0642847055598041,-0.21354916947067507,180
148,13,0.8,25,3.0,0.250026,1.079569,0.2523,0.237617,0.865695,0.240191,18,-0.06263509083280905,-0.20806926796333028,135
4238,15,0.8,89,3.0,0.206033,0.478434,0.208127,0.304434,0.867348,0.306365,24,-0.06180661860645522,-0.20531714279877158,180
6161,19,0.8,94,3.0,1.116527,7.387807,1.119111,0.156572,0.870111,0.15893,37,-0.06042534093023367,-0.2007286376792905,289
172,15,0.8,8,3.0,0.254973,0.828471,0.257493,0.259215,0.873613,0.261193,24,-0.058680911971918694,-0.19493377011312887,180
189,15,0.8,25,3.0,0.36641,1.366312,0.369883,0.210993,0.890697,0.21326,24,-0.050270010450252145,-0.16699336004497392,180
165,15,0.8,1,3.0,0.171027,0.826857,0.173079,0.17364,0.898236,0.175577,24,-0.046609543029663136,-0.15483355048009942,180
179,15,0.8,15,3.0,0.236803,0.89845,0.238914,0.422227,0.899829,0.425596,24,-0.04584001435224523,-0.15227723154676334,180
4213,15,0.8,64,3.0,0.314845,0.916209,0.316923,0.284096,0.905133,0.286015,24,-0.04328760099128273,-0.14379829789321616,180
126,13,0.8,3,3.0,0.207417,0.565028,0.211655,0.254821,0.907486,0.260047,18,-0.042160066203305674,-0.1400527084030723,135
6165,19,0.8,98,3.0,2.834779,17.084945,2.837482,0.161875,0.907795,0.164213,36,-0.0420122136160707,-0.13956155273963466,289
4224,15,0.8,75,3.0,0.329167,0.919663,0.332634,0.268767,0.917074,0.270725,24,-0.03759561907915669,-0.12488994326373394,180
154,13,0.8,31,3.0,0.27633,0.851722,0.282001,0.301297,0.918572,0.303152,18,-0.03688679692247839,-0.12253528702718565,135
204,15,0.8,40,3.0,0.242862,0.945889,0.245008,0.218421,0.921872,0.220657,24,-0.035329375641339616,-0.1173616455177953,180
169,15,0.8,5,3.0,0.23642,0.838137,0.240532,0.22386,0.922398,0.225977,24,-0.03508164737630779,-0.11653871003428837,180
4248,15,0.8,99,3.0,0.203238,0.914032,0.205357,0.217652,0.923702,0.21969,24,-0.03446811604150724,-0.11450060305612068,180
6124,19,0.8,57,3.0,1.599506,9.588338,1.602275,0.167921,0.924753,0.170352,37,-0.03397425111142489,-0.11286001926980052,289
6131,19,0.8,64,3.0,2.959922,19.497659,2.962593,0.175456,0.945624,0.177756,36,-0.024281513900113114,-0.08066144321118376,289
201,15,0.8,37,3.0,0.308076,1.16675,0.312332,0.255446,0.945811,0.258054,24,-0.02419563934626327,-0.08037617411811404,180
164,15,0.8,0,3.0,0.343785,1.231416,0.345852,0.194937,0.955262,0.197006,23,-0.01987749799857053,-0.06603161905751874,180
4225,15,0.8,76,3.0,0.386486,0.963628,0.388611,0.491405,0.955272,0.493308,24,-0.01987295168343654,-0.06601651652554694,180
6112,19,0.8,45,3.0,1.581885,9.136731,1.585075,0.170305,0.955527,0.172724,37,-0.01975703672478022,-0.06563145536776879,289
4237,15,0.8,88,3.0,0.259893,0.852345,0.262094,0.296782,0.963415,0.298984,24,-0.016186596171351413,-0.05377070858220847,180
163,13,0.8,40,3.0,0.220059,0.899739,0.221966,0.226884,0.972184,0.228616,18,-0.012251530729991697,-0.0406987041373353,135
170,15,0.8,6,3.0,0.221513,0.860195,0.224098,0.221343,0.973219,0.22374,24,-0.011789420996245525,-0.03916360882988297,180
7182,21,0.8,77,3.0,14.921874,106.65899,14.924825,0.179113,0.97378,0.18178,44,-0.011539149464426324,-0.03833222479698226,353
199,15,0.8,35,3.0,0.307267,1.117793,0.309575,0.206696,0.980662,0.208651,24,-0.008480652996136612,-0.0281721194508569,180
129,13,0.8,6,3.0,0.191175,0.615807,0.193171,0.219426,0.985779,0.22129,18,-0.006220437836054944,-0.020663847210091266,135
184,15,0.8,20,3.0,0.271146,0.935178,0.27354,0.247202,0.991675,0.249397,24,-0.0036306351369667965,-0.012060708863775228,180
171,15,0.8,7,3.0,0.202659,0.985732,0.204761,0.209127,0.992907,0.211034,24,-0.0030914275149723147,-0.010269499915294354,180
193,15,0.8,29,3.0,0.177685,0.701207,0.179767,0.200266,1.00429,0.202524,24,0.0018591383208810819,0.006175923820416583,180
253,19,0.8,7,3.0,2.839689,18.280071,2.842821,0.177482,1.023748,0.179844,36,0.010193066329097892,0.03386063341168068,289
188,15,0.8,24,3.0,0.229341,1.136357,0.231594,0.205842,1.050686,0.207797,23,0.021472945483705815,0.07133158088230705,180
4245,15,0.8,96,3.0,0.230579,1.041282,0.233139,0.272812,1.113987,0.275118,23,0.0468801227396783,0.15573239682070528,180
178,15,0.8,14,3.0,0.234553,0.898284,0.236626,0.259257,1.136503,0.261189,24,0.055570586459340814,0.18460149240865148,180
4222,15,0.8,73,3.0,0.439819,1.475696,0.441968,0.273816,1.152558,0.276922,23,0.06166278954641168,0.2048393530033517,180
5166,17,0.8,58,3.0,1.185785,3.25802,1.188203,0.231033,1.176748,0.233712,30,0.07068346885269497,0.2348054010258632,231
185,15,0.8,21,3.0,0.275308,1.225926,0.277538,0.297502,1.315247,0.300014,23,0.11900731987050323,0.39533375937507176,180
4220,15,0.8,71,3.0,0.456383,1.607771,0.458471,0.335379,1.351041,0.337356,24,0.1306685287434037,0.4340714567503096,180
205,17,0.8,0,3.0,0.68166,3.846749,0.684285,0.20994,1.352725,0.212115,29,0.13120951638959394,0.435868578811176,231
5153,17,0.8,45,3.0,1.272808,6.818996,1.275144,0.215538,1.394245,0.217674,29,0.14433909571242187,0.47948409723773033,231
4210,15,0.8,61,3.0,0.718819,1.586293,0.720912,0.377111,1.400887,0.379305,24,0.14640310512468555,0.48634058809244085,180
5167,17,0.8,59,3.0,0.543082,1.887878,0.546865,0.312107,1.459295,0.314465,30,0.16414309444432315,0.5452715570163469,231
249,19,0.8,3,3.0,2.246233,13.064689,2.249212,0.233868,1.48298,0.236286,37,0.1711352940167783,0.568499141221145,289
5152,17,0.8,44,3.0,0.231897,0.961148,0.234667,0.573428,1.484426,0.578497,30,0.17155855249272578,0.5699051754437942,231
4228,15,0.8,79,3.0,0.374835,1.479772,0.377224,0.425671,1.546311,0.427588,24,0.1892968453394258,0.6288305088065864,180
4215,15,0.8,66,3.0,0.2621,1.321441,0.264259,0.393642,1.564033,0.400346,24,0.1942459121296522,0.6452709528205134,180
239,17,0.8,34,3.0,0.642581,3.329375,0.645098,0.291977,1.565289,0.294423,30,0.19459453326775256,0.6464290471736407,231
220,17,0.8,15,3.0,0.524586,2.422885,0.526982,0.428468,1.577681,0.431984,30,0.19801919535954882,0.6578055283918745,231
244,17,0.8,39,3.0,0.651066,4.212615,0.653938,0.244023,1.583621,0.246188,30,0.19965125218830637,0.6632271038237769,231
5204,17,0.8,96,3.0,0.471383,2.22265,0.47374,0.288634,1.631291,0.290872,30,0.2125314401459528,0.7060141620677125,231
5171,17,0.8,63,3.0,0.449418,2.047823,0.462123,0.304677,1.655746,0.306818,30,0.21899371453878022,0.727481372930117,231
208,17,0.8,3,3.0,0.331407,1.841511,0.333756,0.315478,1.692335,0.317859,30,0.22848633639251403,0.7590151801601771,231
233,17,0.8,28,3.0,0.302344,1.719879,0.304962,0.320138,1.705571,0.322609,30,0.2318698030552917,0.7702548131253731,231
4196,15,0.8,47,3.0,0.543568,2.087371,0.545722,0.338172,1.748651,0.341102,24,0.24270314058307357,0.8062423814203092,180
5200,17,0.8,92,3.0,1.693337,8.173003,1.705097,0.294235,1.76558,0.296559,29,0.2468874006141596,0.8201421923738881,231
214,17,0.8,9,3.0,0.877767,4.730818,0.880137,0.274679,1.773473,0.276868,30,0.24882458100064778,0.8265773663246281,231
5160,17,0.8,52,3.0,0.419077,1.79437,0.421489,0.397039,1.775414,0.399591,30,0.24929964018028783,0.8281554787602085,231
4239,15,0.8,90,3.0,0.284799,0.887742,0.286886,0.628676,1.779158,0.631356,24,0.250214517775426,0.831194636346881,180
4202,15,0.8,53,3.0,0.97554,3.671531,0.977611,0.275055,1.798722,0.277028,23,0.25496404650539006,0.8469722292724232,180
225,17,0.8,20,3.0,1.00929,3.686217,1.011721,0.284587,1.823274,0.286814,30,0.26085193894912617,0.8665313846009453,231
5202,17,0.8,94,3.0,1.087637,3.359561,1.090417,0.292352,1.846496,0.29474,30,0.26634837119100013,0.8847901372868711,231
4233,15,0.8,84,3.0,0.482086,1.942568,0.484318,0.466582,1.942679,0.468867,24,0.2884010455582528,0.9580475358348501,180
5205,17,0.8,97,3.0,0.498866,2.331684,0.501232,0.361638,1.977642,0.36382,30,0.29614767679795595,0.9837812877907521,231
5177,17,0.8,69,3.0,1.082201,3.740218,1.084623,0.287207,1.989088,0.2894,30,0.2986539973370994,0.992107104404526,231
5181,17,0.8,73,3.0,2.446507,11.840194,2.449232,0.29989,2.004179,0.302013,29,0.3019365072354296,1.0030113662575348,231
242,17,0.8,37,3.0,0.52141,2.798832,0.523909,0.371146,2.028075,0.373351,30,0.3070840115507772,1.0201110054612421,231
5187,17,0.8,79,3.0,0.557724,2.388581,0.560077,0.392797,2.034757,0.395256,30,0.3085125512219257,1.0248565115294916,231
5199,17,0.8,91,3.0,1.70959,8.616045,1.712012,0.301206,2.041684,0.303448,29,0.3099885253727763,1.0297595915285296,231
245,17,0.8,40,3.0,0.718275,4.00014,0.721353,0.379976,2.04642,0.383005,30,0.31099477158688205,1.0331022690975415,231
238,17,0.8,33,3.0,1.496596,8.005593,1.49895,0.326451,2.097511,0.328797,29,0.32170424708203665,1.0686783766264034,231
5194,17,0.8,86,3.0,1.266033,8.26301,1.268354,0.296777,2.105986,0.298921,29,0.3234554797920337,1.0744958457664282,231
6138,19,0.8,71,3.0,1.274525,8.456828,1.277143,0.338285,2.177003,0.340613,37,0.3378590275172303,1.1223433956208098,289
5183,17,0.8,75,3.0,1.725738,7.543498,1.728115,0.344647,2.187765,0.346828,29,0.3400006701822231,1.1294577785588589,231
5174,17,0.8,66,3.0,1.888569,8.791964,1.891141,0.329318,2.197863,0.331531,29,0.34200061793353836,1.1361014611822597,231
5184,17,0.8,76,3.0,0.64718,2.551761,0.649649,0.508853,2.207607,0.517554,30,0.34392176247990536,1.1424833652251758,231
5170,17,0.8,62,3.0,0.469858,2.286869,0.472938,0.486771,2.224769,0.48901,30,0.3472849244255312,1.1536555473800065,231
217,17,0.8,12,3.0,0.535576,3.469776,0.537921,0.35945,2.264411,0.361769,30,0.35495525592272115,1.1791358370776213,231
7186,21,0.8,81,3.0,1.965083,12.259684,1.968094,0.3588,2.268146,0.361415,45,0.3556710065496026,1.181513509193992,353
219,17,0.8,14,3.0,0.860203,3.461051,0.863053,0.346331,2.28809,0.348516,30,0.35947310304696767,1.1941438003680618,231
5165,17,0.8,57,3.0,0.93203,2.884815,0.934634,0.431627,2.295104,0.434306,30,0.36080236987448505,1.1985595291879936,231
5198,17,0.8,90,3.0,1.330808,7.607126,1.334643,0.338701,2.296919,0.340903,29,0.36114568023059684,1.1996999815052272,231
213,17,0.8,8,3.0,0.437518,2.337241,0.440079,0.470458,2.3301,0.472678,30,0.36737455987419687,1.220391871792974,231
5175,17,0.8,67,3.0,0.844276,2.943961,0.849203,0.386659,2.350657,0.388837,30,0.37118926295103216,1.2330640411175664,231
226,17,0.8,21,3.0,1.608902,10.184441,1.611366,0.344239,2.374768,0.346444,29,0.3756211881750863,1.2477865780337918,231
5179,17,0.8,71,3.0,2.042335,9.647227,2.044688,0.367571,2.380293,0.369814,30,0.37663041943093234,1.2511391716968252,231
5188,17,0.8,80,3.0,1.041771,4.915902,1.044153,0.351362,2.412044,0.35356,30,0.38238522584908874,1.2702562248179372,231
5178,17,0.8,70,3.0,1.130047,6.479375,1.132586,0.409491,2.432526,0.411801,30,0.3860574909120993,1.2824552253026251,231
6145,19,0.8,78,3.0,1.455007,9.317706,1.458078,0.373451,2.455311,0.375851,37,0.39010650950563647,1.2959057739252176,289
209,17,0.8,4,3.0,0.973867,3.949953,0.976359,0.384031,2.556095,0.386194,30,0.4075769908044662,1.3539414565830044,231
5206,17,0.8,98,3.0,1.389613,9.133769,1.391961,0.375271,2.572529,0.377475,29,0.4103602792436002,1.3631873406451387,231
228,17,0.8,23,3.0,0.743081,2.991606,0.746054,0.41852,2.595962,0.420698,30,0.41429833092066615,1.3762692651503026,231
5182,17,0.8,74,3.0,1.408304,5.227298,1.410694,0.507142,2.605258,0.509316,30,0.41585073816455076,1.3814262503884693,231
241,17,0.8,36,3.0,1.269927,7.072686,1.272407,0.37822,2.618851,0.380424,29,0.4181107898652441,1.3889339796289004,231
7191,21,0.8,86,3.0,5.486898,38.123059,5.489929,0.433101,2.675944,0.43611,44,0.4274770206258809,1.4200479247358584,353
5197,17,0.8,89,3.0,1.55297,9.341931,1.555351,0.382386,2.694252,0.384548,30,0.43043821391520765,1.4298847959180647,231
6115,19,0.8,48,3.0,2.185164,11.260421,2.187956,0.409149,2.748659,0.41153,37,0.43912086439629394,1.4587279364892727,289
265,19,0.8,19,3.0,1.763996,10.018158,1.768629,0.41003,2.750942,0.412368,37,0.43948143395729977,1.459925722644139,289
6147,19,0.8,80,3.0,1.490497,8.718883,1.49312,0.411327,2.75452,0.413706,37,0.4400459300431956,1.4618009380513302,289
5168,17,0.8,60,3.0,1.206428,5.964379,1.209518,0.441881,2.785333,0.444127,30,0.4448771246146368,1.4778498190300682,231
6157,19,0.8,90,3.0,1.47712,7.837133,1.480263,0.414243,2.809284,0.416668,37,0.44859564571572563,1.4902024787472068,289
284,19,0.8,38,3.0,1.835679,10.24071,1.838361,0.458606,2.818241,0.460928,37,0.449978128764407,1.4947949880273268,289
234,17,0.8,29,3.0,1.220512,4.409742,1.222909,0.39857,2.822176,0.40072,30,0.4505840942678587,1.4968079618577756,231
272,19,0.8,26,3.0,1.793197,11.063367,1.796269,0.434463,2.826381,0.436843,37,0.4512307049451547,1.4989559560331394,289
232,17,0.8,27,3.0,1.885052,9.800481,1.888112,0.405374,2.863184,0.407834,29,0.45684925847110486,1.5176203868436215,231
282,19,0.8,36,3.0,2.134255,13.131145,2.136913,0.440792,2.905783,0.44312,37,0.46326317864011174,1.5389269684514102,289
5163,17,0.8,55,3.0,3.286894,15.742642,3.289776,0.550748,3.005902,0.553052,29,0.47797481738428427,1.5877979745175104,231
257,19,0.8,11,3.0,1.860594,11.700185,1.863293,0.436809,3.03267,0.439168,37,0.4818251551256075,1.600588519635217,289
6140,19,0.8,73,3.0,1.846954,10.242005,1.849555,0.44661,3.052933,0.448972,37,0.48471727332926245,1.6101959283496736,289
221,17,0.8,16,3.0,1.367865,8.266544,1.370114,0.466916,3.164922,0.469114,30,0.5003630112295154,1.662169944645768,231
215,17,0.8,10,3.0,0.795955,3.414188,0.798497,0.587871,3.180031,0.590014,30,0.5024313536521425,1.6690408294493404,231
281,19,0.8,35,3.0,1.944769,9.805354,1.947607,0.50799,3.189468,0.510348,37,0.5037182492226018,1.673315804000035,289
6122,19,0.8,55,3.0,2.098938,12.270555,2.106879,0.474212,3.273346,0.476876,37,0.5149919136333139,1.7107661065383115,289
6139,19,0.8,72,3.0,1.936189,10.120443,1.939991,0.481567,3.333202,0.483881,37,0.5228616337406511,1.7369087508617747,289
6148,19,0.8,81,3.0,1.532554,9.758632,1.535194,0.472562,3.34406,0.474888,37,0.5242740610621779,1.7416007328631413,289
6163,19,0.8,96,3.0,2.033056,10.479704,2.035735,0.497032,3.357358,0.499324,37,0.5259976531737897,1.7473263819228306,289
6108,19,0.8,41,3.0,2.475485,16.125831,2.478258,0.485452,3.389944,0.48791,36,0.5301925239576939,1.7612614410343044,289
6120,19,0.8,53,3.0,1.787807,10.355098,1.790525,0.512255,3.546922,0.514645,37,0.5498516380512898,1.8265676044624164,289
256,19,0.8,10,3.0,2.017124,12.485504,2.019875,0.516008,3.55368,0.518399,37,0.5506783180975432,1.8293137761335485,289
7107,21,0.8,2,3.0,13.204364,93.914976,13.207329,0.534675,3.587477,0.537443,44,0.5547891254061313,1.8429695824246157,353
222,17,0.8,17,3.0,0.684525,4.161946,0.686857,0.661737,3.593749,0.663901,29,0.5555477411865287,1.8454896494987427,231
268,19,0.8,22,3.0,1.604906,10.002404,1.607666,0.525326,3.643501,0.527768,37,0.5615188930578537,1.8653253866589365,289
6151,19,0.8,84,3.0,2.101592,11.86267,2.10421,0.513492,3.645888,0.515901,37,0.5618033231974325,1.8662702431306362,289
7198,21,0.8,93,3.0,5.741716,42.435878,5.744646,0.539144,3.728084,0.541837,44,0.5714856891769788,1.8984343667030725,353
210,17,0.8,5,3.0,1.219493,4.661449,1.224938,0.564422,3.766665,0.566658,30,0.5759569965980148,1.9132877284458905,231
6156,19,0.8,89,3.0,1.616675,9.237628,1.619421,0.546877,3.787212,0.549384,37,0.5783196166743416,1.9211361824549855,289
5208,17,0.8,100,3.0,1.189674,5.442801,1.192053,0.628014,3.902143,0.630182,30,0.591303180735831,1.9642666486826166,231
235,17,0.8,30,3.0,1.08995,5.040187,1.092279,0.590728,3.941399,0.592893,30,0.5956504020635152,1.9787078053457443,231
6127,19,0.8,60,3.0,1.734872,12.510137,1.73753,0.571447,4.018396,0.573777,37,0.6040527328454028,2.006619744032634,289
277,19,0.8,31,3.0,1.731357,10.464671,1.73513,0.582285,4.063763,0.584565,37,0.6089283718168215,2.0228162661123172,289
5180,17,0.8,72,3.0,1.084908,4.976346,1.087295,0.590383,4.079266,0.592781,30,0.610582025632276,2.0283095851810935,231
7176,21,0.8,71,3.0,15.820504,114.033282,15.823473,0.617648,4.17828,0.620357,44,0.6209975400914788,2.062909175285825,353
7174,21,0.8,69,3.0,13.977013,97.284322,13.980025,0.626846,4.244812,0.629518,44,0.6278584603819442,2.085700659155504,353
7127,21,0.8,22,3.0,15.476768,110.210795,15.479737,0.612807,4.249056,0.615468,44,0.6282924548670435,2.087142357628582,353
7169,21,0.8,64,3.0,4.38657,29.777046,4.389547,0.631209,4.354651,0.634185,44,0.6389533545566095,2.122557099824127,353
5155,17,0.8,47,3.0,1.322105,6.12364,1.324493,0.650025,4.376021,0.652434,30,0.6410793974575125,2.1296196614675726,231
7120,21,0.8,15,3.0,19.095251,127.581264,19.098291,0.651008,4.421749,0.653643,44,0.6455940862732674,2.144617133084303,353
5161,17,0.8,53,3.0,1.166197,5.018362,1.169351,0.742516,4.471481,0.744723,30,0.6504513897092027,2.160752745833529,231
7168,21,0.8,63,3.0,2.401202,15.589426,2.404215,0.665467,4.472809,0.668163,45,0.6505803531207659,2.1611811530136134,353
6118,19,0.8,51,3.0,2.51463,16.111501,2.517342,0.648651,4.624281,0.651068,37,0.6650442166411674,2.2092290676026516,289
5190,17,0.8,82,3.0,1.548967,6.306247,1.55127,0.690666,4.628203,0.693498,30,0.6654123995118518,2.2104521446248344,231
6119,19,0.8,52,3.0,1.398154,9.760809,1.4008,0.647975,4.656837,0.650299,37,0.6680910368935554,2.219350385399131,289
212,17,0.8,7,3.0,0.957695,5.382837,0.959976,0.730707,4.714523,0.733188,30,0.673437758802441,2.237111811123808,231
5203,17,0.8,95,3.0,0.77631,4.698202,0.778653,0.775781,4.83266,0.777973,30,0.684186241586633,2.2728174980620284,231
